assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,wlot_oper,wlot_lot_number,wlot_crt_dat_al_1,pin_package,wlot_prod,wlot_crt_dat_al_3,wlot_qty_1,wlot_qty_2,wlot_oper,wlot_crte_category,wlot_hold,prod_type,cust_code,package_id,po_no,wlot_mvin_perfmd,wlot_deleted,wlot_actl_mvin_dt,wlot_actl_mvin_tm,wlot_dt_last_trans,wlot_tm_last_trans,assy_issue,bd_id,assy_group,wlot_hold_category,da_type,tape_no,mark_type,test_entity,package_id1,wlot_owner,wb_date,sp_date,pack_date,ship_date,due_date,wafer_size,urgent_code,note_4,heat_block,heat_block_qty,pb_free,sps_status,ship_to,md_no,swr_id,swr_ver,wlot_hold_note,wlot_assy_lot,assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,
	PXXAWJ3    ,	,	2003,	2021/11/23 下午 08:45:07,	S2784     ,	Y,	2070,	PXXAWJ3    ,	ChipMOS      ,	MINIBGA24A3L   ,	024MAAW066               ,	5J223800                                          ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6762A-24XD10RTE13G{A}                             ,	4525759178-10            ,	N,	N,	0,	0,	20211123,	204507,	2021/11/23 上午 12:00:00,	AAW024MA6037B       ,	,	      ,	M,	                         ,	          ,	               ,	6762A-24XD10RTE13G{A}                             ,	PROD        ,	2021/11/26 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/12/3 上午 12:00:00,	8 ,	,	 D E F A C                                                                      ,	A0801CB0700         ,	20,	Y3,	     ,	AW02    ,	1081125005               ,	,	,	                                   ,	PXXAWJ3,	PXXAWJ3    ,	,	2003,	2021/11/23 下午 08:45:07,	S2784     ,	Y,
	PXXAWJ3    ,	,	2005,	2021/11/23 下午 08:45:07,	S2784     ,	Y,	2070,	PXXAWJ3    ,	ChipMOS      ,	MINIBGA24A3L   ,	024MAAW066               ,	5J223800                                          ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6762A-24XD10RTE13G{A}                             ,	4525759178-10            ,	N,	N,	0,	0,	20211123,	204507,	2021/11/23 上午 12:00:00,	AAW024MA6037B       ,	,	      ,	M,	                         ,	          ,	               ,	6762A-24XD10RTE13G{A}                             ,	PROD        ,	2021/11/26 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/12/3 上午 12:00:00,	8 ,	,	 D E F A C                                                                      ,	A0801CB0700         ,	20,	Y3,	     ,	AW02    ,	1081125005               ,	,	,	                                   ,	PXXAWJ3,	PXXAWJ3    ,	,	2005,	2021/11/23 下午 08:45:07,	S2784     ,	Y,
	PXXAWJ3    ,	,	2010,	2021/11/23 下午 08:45:07,	S2784     ,	Y,	2070,	PXXAWJ3    ,	ChipMOS      ,	MINIBGA24A3L   ,	024MAAW066               ,	5J223800                                          ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6762A-24XD10RTE13G{A}                             ,	4525759178-10            ,	N,	N,	0,	0,	20211123,	204507,	2021/11/23 上午 12:00:00,	AAW024MA6037B       ,	,	      ,	M,	                         ,	          ,	               ,	6762A-24XD10RTE13G{A}                             ,	PROD        ,	2021/11/26 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/12/3 上午 12:00:00,	8 ,	,	 D E F A C                                                                      ,	A0801CB0700         ,	20,	Y3,	     ,	AW02    ,	1081125005               ,	,	,	                                   ,	PXXAWJ3,	PXXAWJ3    ,	,	2010,	2021/11/23 下午 08:45:07,	S2784     ,	Y,
	PXXAWJ3    ,	,	2020,	2021/11/23 下午 08:45:07,	S2784     ,	Y,	2070,	PXXAWJ3    ,	ChipMOS      ,	MINIBGA24A3L   ,	024MAAW066               ,	5J223800                                          ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6762A-24XD10RTE13G{A}                             ,	4525759178-10            ,	N,	N,	0,	0,	20211123,	204507,	2021/11/23 上午 12:00:00,	AAW024MA6037B       ,	,	      ,	M,	                         ,	          ,	               ,	6762A-24XD10RTE13G{A}                             ,	PROD        ,	2021/11/26 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/12/3 上午 12:00:00,	8 ,	,	 D E F A C                                                                      ,	A0801CB0700         ,	20,	Y3,	     ,	AW02    ,	1081125005               ,	,	,	                                   ,	PXXAWJ3,	PXXAWJ3    ,	,	2020,	2021/11/23 下午 08:45:07,	S2784     ,	Y,
	PXXAWJ3    ,	,	2030,	2021/11/23 下午 08:45:07,	S2784     ,	Y,	2070,	PXXAWJ3    ,	ChipMOS      ,	MINIBGA24A3L   ,	024MAAW066               ,	5J223800                                          ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6762A-24XD10RTE13G{A}                             ,	4525759178-10            ,	N,	N,	0,	0,	20211123,	204507,	2021/11/23 上午 12:00:00,	AAW024MA6037B       ,	,	      ,	M,	                         ,	          ,	               ,	6762A-24XD10RTE13G{A}                             ,	PROD        ,	2021/11/26 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/12/3 上午 12:00:00,	8 ,	,	 D E F A C                                                                      ,	A0801CB0700         ,	20,	Y3,	     ,	AW02    ,	1081125005               ,	,	,	                                   ,	PXXAWJ3,	PXXAWJ3    ,	,	2030,	2021/11/23 下午 08:45:07,	S2784     ,	Y,
	PXXAWJ3    ,	,	2040,	2021/11/23 下午 08:45:07,	S2784     ,	Y,	2070,	PXXAWJ3    ,	ChipMOS      ,	MINIBGA24A3L   ,	024MAAW066               ,	5J223800                                          ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6762A-24XD10RTE13G{A}                             ,	4525759178-10            ,	N,	N,	0,	0,	20211123,	204507,	2021/11/23 上午 12:00:00,	AAW024MA6037B       ,	,	      ,	M,	                         ,	          ,	               ,	6762A-24XD10RTE13G{A}                             ,	PROD        ,	2021/11/26 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/12/3 上午 12:00:00,	8 ,	,	 D E F A C                                                                      ,	A0801CB0700         ,	20,	Y3,	     ,	AW02    ,	1081125005               ,	,	,	                                   ,	PXXAWJ3,	PXXAWJ3    ,	,	2040,	2021/11/23 下午 08:45:07,	S2784     ,	Y,
	PXXAWJ3    ,	,	2050,	2021/11/23 下午 08:45:07,	S2784     ,	Y,	2070,	PXXAWJ3    ,	ChipMOS      ,	MINIBGA24A3L   ,	024MAAW066               ,	5J223800                                          ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6762A-24XD10RTE13G{A}                             ,	4525759178-10            ,	N,	N,	0,	0,	20211123,	204507,	2021/11/23 上午 12:00:00,	AAW024MA6037B       ,	,	      ,	M,	                         ,	          ,	               ,	6762A-24XD10RTE13G{A}                             ,	PROD        ,	2021/11/26 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/12/3 上午 12:00:00,	8 ,	,	 D E F A C                                                                      ,	A0801CB0700         ,	20,	Y3,	     ,	AW02    ,	1081125005               ,	,	,	                                   ,	PXXAWJ3,	PXXAWJ3    ,	,	2050,	2021/11/23 下午 08:45:07,	S2784     ,	Y,
	PXXAWJ3    ,	,	2060,	2021/11/23 下午 08:45:07,	S2784     ,	Y,	2070,	PXXAWJ3    ,	ChipMOS      ,	MINIBGA24A3L   ,	024MAAW066               ,	5J223800                                          ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6762A-24XD10RTE13G{A}                             ,	4525759178-10            ,	N,	N,	0,	0,	20211123,	204507,	2021/11/23 上午 12:00:00,	AAW024MA6037B       ,	,	      ,	M,	                         ,	          ,	               ,	6762A-24XD10RTE13G{A}                             ,	PROD        ,	2021/11/26 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/12/3 上午 12:00:00,	8 ,	,	 D E F A C                                                                      ,	A0801CB0700         ,	20,	Y3,	     ,	AW02    ,	1081125005               ,	,	,	                                   ,	PXXAWJ3,	PXXAWJ3    ,	,	2060,	2021/11/23 下午 08:45:07,	S2784     ,	Y,
	PXXAWJ3    ,	,	2090,	2021/11/23 下午 08:45:07,	S2784     ,	Y,	2070,	PXXAWJ3    ,	ChipMOS      ,	MINIBGA24A3L   ,	024MAAW066               ,	5J223800                                          ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6762A-24XD10RTE13G{A}                             ,	4525759178-10            ,	N,	N,	0,	0,	20211123,	204507,	2021/11/23 上午 12:00:00,	AAW024MA6037B       ,	,	      ,	M,	                         ,	          ,	               ,	6762A-24XD10RTE13G{A}                             ,	PROD        ,	2021/11/26 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/12/3 上午 12:00:00,	8 ,	,	 D E F A C                                                                      ,	A0801CB0700         ,	20,	Y3,	     ,	AW02    ,	1081125005               ,	,	,	                                   ,	PXXAWJ3,	PXXAWJ3    ,	,	2090,	2021/11/23 下午 08:45:07,	S2784     ,	Y,
	PXXAWJ3    ,	,	2200,	2021/11/23 下午 08:45:07,	S2784     ,	Y,	2070,	PXXAWJ3    ,	ChipMOS      ,	MINIBGA24A3L   ,	024MAAW066               ,	5J223800                                          ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6762A-24XD10RTE13G{A}                             ,	4525759178-10            ,	N,	N,	0,	0,	20211123,	204507,	2021/11/23 上午 12:00:00,	AAW024MA6037B       ,	,	      ,	M,	                         ,	          ,	               ,	6762A-24XD10RTE13G{A}                             ,	PROD        ,	2021/11/26 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/12/3 上午 12:00:00,	8 ,	,	 D E F A C                                                                      ,	A0801CB0700         ,	20,	Y3,	     ,	AW02    ,	1081125005               ,	,	,	                                   ,	PXXAWJ3,	PXXAWJ3    ,	,	2200,	2021/11/23 下午 08:45:07,	S2784     ,	Y,
	PXXAWJ3    ,	,	2209,	2021/11/23 下午 08:45:07,	S2784     ,	Y,	2070,	PXXAWJ3    ,	ChipMOS      ,	MINIBGA24A3L   ,	024MAAW066               ,	5J223800                                          ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6762A-24XD10RTE13G{A}                             ,	4525759178-10            ,	N,	N,	0,	0,	20211123,	204507,	2021/11/23 上午 12:00:00,	AAW024MA6037B       ,	,	      ,	M,	                         ,	          ,	               ,	6762A-24XD10RTE13G{A}                             ,	PROD        ,	2021/11/26 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/12/3 上午 12:00:00,	8 ,	,	 D E F A C                                                                      ,	A0801CB0700         ,	20,	Y3,	     ,	AW02    ,	1081125005               ,	,	,	                                   ,	PXXAWJ3,	PXXAWJ3    ,	,	2209,	2021/11/23 下午 08:45:07,	S2784     ,	Y,
	PXXAWJ3    ,	,	2210,	2021/11/23 下午 08:45:07,	S2784     ,	Y,	2070,	PXXAWJ3    ,	ChipMOS      ,	MINIBGA24A3L   ,	024MAAW066               ,	5J223800                                          ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6762A-24XD10RTE13G{A}                             ,	4525759178-10            ,	N,	N,	0,	0,	20211123,	204507,	2021/11/23 上午 12:00:00,	AAW024MA6037B       ,	,	      ,	M,	                         ,	          ,	               ,	6762A-24XD10RTE13G{A}                             ,	PROD        ,	2021/11/26 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/12/3 上午 12:00:00,	8 ,	,	 D E F A C                                                                      ,	A0801CB0700         ,	20,	Y3,	     ,	AW02    ,	1081125005               ,	,	,	                                   ,	PXXAWJ3,	PXXAWJ3    ,	,	2210,	2021/11/23 下午 08:45:07,	S2784     ,	Y,
	PXXAWJ3    ,	,	2230,	2021/11/23 下午 08:45:07,	S2784     ,	Y,	2070,	PXXAWJ3    ,	ChipMOS      ,	MINIBGA24A3L   ,	024MAAW066               ,	5J223800                                          ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6762A-24XD10RTE13G{A}                             ,	4525759178-10            ,	N,	N,	0,	0,	20211123,	204507,	2021/11/23 上午 12:00:00,	AAW024MA6037B       ,	,	      ,	M,	                         ,	          ,	               ,	6762A-24XD10RTE13G{A}                             ,	PROD        ,	2021/11/26 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/12/3 上午 12:00:00,	8 ,	,	 D E F A C                                                                      ,	A0801CB0700         ,	20,	Y3,	     ,	AW02    ,	1081125005               ,	,	,	                                   ,	PXXAWJ3,	PXXAWJ3    ,	,	2230,	2021/11/23 下午 08:45:07,	S2784     ,	Y,
	PXXAWJ3    ,	,	2250,	2021/11/23 下午 08:45:07,	S2784     ,	Y,	2070,	PXXAWJ3    ,	ChipMOS      ,	MINIBGA24A3L   ,	024MAAW066               ,	5J223800                                          ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6762A-24XD10RTE13G{A}                             ,	4525759178-10            ,	N,	N,	0,	0,	20211123,	204507,	2021/11/23 上午 12:00:00,	AAW024MA6037B       ,	,	      ,	M,	                         ,	          ,	               ,	6762A-24XD10RTE13G{A}                             ,	PROD        ,	2021/11/26 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/12/3 上午 12:00:00,	8 ,	,	 D E F A C                                                                      ,	A0801CB0700         ,	20,	Y3,	     ,	AW02    ,	1081125005               ,	,	,	                                   ,	PXXAWJ3,	PXXAWJ3    ,	,	2250,	2021/11/23 下午 08:45:07,	S2784     ,	Y,
	PXXAWJ3    ,	,	2300,	2021/11/23 下午 08:45:07,	S2784     ,	Y,	2070,	PXXAWJ3    ,	ChipMOS      ,	MINIBGA24A3L   ,	024MAAW066               ,	5J223800                                          ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6762A-24XD10RTE13G{A}                             ,	4525759178-10            ,	N,	N,	0,	0,	20211123,	204507,	2021/11/23 上午 12:00:00,	AAW024MA6037B       ,	,	      ,	M,	                         ,	          ,	               ,	6762A-24XD10RTE13G{A}                             ,	PROD        ,	2021/11/26 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/12/3 上午 12:00:00,	8 ,	,	 D E F A C                                                                      ,	A0801CB0700         ,	20,	Y3,	     ,	AW02    ,	1081125005               ,	,	,	                                   ,	PXXAWJ3,	PXXAWJ3    ,	,	2300,	2021/11/23 下午 08:45:07,	S2784     ,	Y,
	PXXAWJ3    ,	,	2320,	2021/11/23 下午 08:45:07,	S2784     ,	Y,	2070,	PXXAWJ3    ,	ChipMOS      ,	MINIBGA24A3L   ,	024MAAW066               ,	5J223800                                          ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6762A-24XD10RTE13G{A}                             ,	4525759178-10            ,	N,	N,	0,	0,	20211123,	204507,	2021/11/23 上午 12:00:00,	AAW024MA6037B       ,	,	      ,	M,	                         ,	          ,	               ,	6762A-24XD10RTE13G{A}                             ,	PROD        ,	2021/11/26 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/12/3 上午 12:00:00,	8 ,	,	 D E F A C                                                                      ,	A0801CB0700         ,	20,	Y3,	     ,	AW02    ,	1081125005               ,	,	,	                                   ,	PXXAWJ3,	PXXAWJ3    ,	,	2320,	2021/11/23 下午 08:45:07,	S2784     ,	Y,
	PXXAWJ3    ,	,	2330,	2021/11/23 下午 08:45:07,	S2784     ,	Y,	2070,	PXXAWJ3    ,	ChipMOS      ,	MINIBGA24A3L   ,	024MAAW066               ,	5J223800                                          ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6762A-24XD10RTE13G{A}                             ,	4525759178-10            ,	N,	N,	0,	0,	20211123,	204507,	2021/11/23 上午 12:00:00,	AAW024MA6037B       ,	,	      ,	M,	                         ,	          ,	               ,	6762A-24XD10RTE13G{A}                             ,	PROD        ,	2021/11/26 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/12/3 上午 12:00:00,	8 ,	,	 D E F A C                                                                      ,	A0801CB0700         ,	20,	Y3,	     ,	AW02    ,	1081125005               ,	,	,	                                   ,	PXXAWJ3,	PXXAWJ3    ,	,	2330,	2021/11/23 下午 08:45:07,	S2784     ,	Y,
	PXXAWJ3    ,	,	2405,	2021/11/23 下午 08:45:07,	S2784     ,	Y,	2070,	PXXAWJ3    ,	ChipMOS      ,	MINIBGA24A3L   ,	024MAAW066               ,	5J223800                                          ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6762A-24XD10RTE13G{A}                             ,	4525759178-10            ,	N,	N,	0,	0,	20211123,	204507,	2021/11/23 上午 12:00:00,	AAW024MA6037B       ,	,	      ,	M,	                         ,	          ,	               ,	6762A-24XD10RTE13G{A}                             ,	PROD        ,	2021/11/26 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/12/3 上午 12:00:00,	8 ,	,	 D E F A C                                                                      ,	A0801CB0700         ,	20,	Y3,	     ,	AW02    ,	1081125005               ,	,	,	                                   ,	PXXAWJ3,	PXXAWJ3    ,	,	2405,	2021/11/23 下午 08:45:07,	S2784     ,	Y,
	PXXAWJ3    ,	,	2410,	2021/11/23 下午 08:45:07,	S2784     ,	Y,	2070,	PXXAWJ3    ,	ChipMOS      ,	MINIBGA24A3L   ,	024MAAW066               ,	5J223800                                          ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6762A-24XD10RTE13G{A}                             ,	4525759178-10            ,	N,	N,	0,	0,	20211123,	204507,	2021/11/23 上午 12:00:00,	AAW024MA6037B       ,	,	      ,	M,	                         ,	          ,	               ,	6762A-24XD10RTE13G{A}                             ,	PROD        ,	2021/11/26 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/12/3 上午 12:00:00,	8 ,	,	 D E F A C                                                                      ,	A0801CB0700         ,	20,	Y3,	     ,	AW02    ,	1081125005               ,	,	,	                                   ,	PXXAWJ3,	PXXAWJ3    ,	,	2410,	2021/11/23 下午 08:45:07,	S2784     ,	Y,
	PXXAWJ3    ,	,	2418,	2021/11/23 下午 08:45:07,	S2784     ,	Y,	2070,	PXXAWJ3    ,	ChipMOS      ,	MINIBGA24A3L   ,	024MAAW066               ,	5J223800                                          ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6762A-24XD10RTE13G{A}                             ,	4525759178-10            ,	N,	N,	0,	0,	20211123,	204507,	2021/11/23 上午 12:00:00,	AAW024MA6037B       ,	,	      ,	M,	                         ,	          ,	               ,	6762A-24XD10RTE13G{A}                             ,	PROD        ,	2021/11/26 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/12/3 上午 12:00:00,	8 ,	,	 D E F A C                                                                      ,	A0801CB0700         ,	20,	Y3,	     ,	AW02    ,	1081125005               ,	,	,	                                   ,	PXXAWJ3,	PXXAWJ3    ,	,	2418,	2021/11/23 下午 08:45:07,	S2784     ,	Y,
